Latitude (decimal degrees):	47.661
Longitude (decimal degrees):	9.357
Elevation (m):	395
Radiation database:	PVGIS-SARAH2


Slope: 60 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200101:0010,0.0,0.0,0.0,0.86,0.9,0.0
20200101:0110,0.0,0.0,0.0,0.49,1.17,0.0
20200101:0210,0.0,0.0,0.0,0.36,1.24,0.0
20200101:0310,0.0,0.0,0.0,0.22,1.38,0.0
20200101:0410,0.0,0.0,0.0,0.12,1.31,0.0
20200101:0510,0.0,0.0,0.0,0.02,1.03,0.0
20200101:0610,0.0,0.0,0.0,-0.18,0.9,0.0
20200101:0710,0.0,0.0,0.0,-0.68,1.03,0.0
20200101:0810,114.0,140.37,6.85,-0.59,0.97,0.0
20200101:0910,171.95,203.53,13.07,0.01,0.76,0.0
20200101:1010,124.3,153.87,17.33,1.42,0.76,0.0
20200101:1110,85.04,111.79,19.25,2.56,1.03,0.0
20200101:1210,119.55,149.77,18.62,3.2,1.31,0.0
20200101:1310,74.91,100.62,15.51,3.62,1.24,0.0
20200101:1410,41.09,61.75,10.23,3.52,1.1,0.0
20200101:1510,10.07,22.57,3.21,2.92,1.31,0.0
20200101:1610,0.0,0.0,0.0,2.2,1.03,0.0
20200101:1710,0.0,0.0,0.0,1.63,0.62,0.0
20200101:1810,0.0,0.0,0.0,1.25,0.48,0.0
20200101:1910,0.0,0.0,0.0,0.05,0.34,0.0
20200101:2010,0.0,0.0,0.0,-0.26,0.21,0.0
20200101:2110,0.0,0.0,0.0,-0.63,0.48,0.0
20200101:2210,0.0,0.0,0.0,-0.8,0.76,0.0
20200101:2310,0.0,0.0,0.0,-0.92,0.69,0.0
20200102:0010,0.0,0.0,0.0,-1.01,0.55,0.0
20200102:0110,0.0,0.0,0.0,-1.23,0.28,0.0
20200102:0210,0.0,0.0,0.0,-1.25,0.28,0.0
20200102:0310,0.0,0.0,0.0,-1.3,0.21,0.0
20200102:0410,0.0,0.0,0.0,-1.37,0.28,0.0
20200102:0510,0.0,0.0,0.0,-1.28,0.21,0.0
20200102:0610,0.0,0.0,0.0,-1.12,0.14,0.0
20200102:0710,0.0,0.0,0.0,-0.91,0.14,0.0
20200102:0810,36.58,55.37,6.88,-0.57,0.07,0.0
20200102:0910,34.46,53.52,13.11,0.35,0.21,0.0
20200102:1010,32.87,51.92,17.39,1.93,0.21,0.0
20200102:1110,35.95,55.92,19.33,3.33,0.34,0.0
20200102:1210,35.15,55.12,18.72,4.16,0.62,0.0
20200102:1310,35.76,55.92,15.62,4.43,0.55,0.0
20200102:1410,24.73,42.34,10.35,4.44,0.48,0.0
20200102:1510,10.92,23.88,3.34,4.05,0.34,0.0
20200102:1610,0.0,0.0,0.0,3.37,0.14,0.0
20200102:1710,0.0,0.0,0.0,2.81,0.14,0.0
20200102:1810,0.0,0.0,0.0,1.86,0.41,0.0
20200102:1910,0.0,0.0,0.0,0.86,0.83,0.0
20200102:2010,0.0,0.0,0.0,0.68,0.62,0.0
20200102:2110,0.0,0.0,0.0,0.68,0.62,0.0
20200102:2210,0.0,0.0,0.0,0.68,0.69,0.0
20200102:2310,0.0,0.0,0.0,0.69,0.62,0.0
20200103:0010,0.0,0.0,0.0,0.67,0.55,0.0
20200103:0110,0.0,0.0,0.0,0.86,0.55,0.0
20200103:0210,0.0,0.0,0.0,0.96,0.76,0.0
20200103:0310,0.0,0.0,0.0,0.97,0.76,0.0
20200103:0410,0.0,0.0,0.0,0.83,0.9,0.0
20200103:0510,0.0,0.0,0.0,0.79,0.9,0.0
20200103:0610,0.0,0.0,0.0,0.78,0.83,0.0
20200103:0710,0.0,0.0,0.0,0.12,1.17,0.0
20200103:0810,144.37,173.44,6.9,0.38,1.31,0.0
20200103:0910,116.47,144.6,13.16,1.26,0.97,0.0
20200103:1010,272.29,316.4,17.46,2.59,0.9,0.0
20200103:1110,632.43,753.52,19.42,4.51,1.1,0.0
20200103:1210,270.94,318.59,18.82,5.52,1.24,0.0
20200103:1310,43.66,65.5,15.74,5.29,1.72,0.0
20200103:1410,144.36,176.46,10.48,4.92,2.14,0.0
20200103:1510,1.02,7.99,3.47,4.36,2.21,0.0
20200103:1610,0.0,0.0,0.0,3.88,2.14,0.0
20200103:1710,0.0,0.0,0.0,3.59,2.07,0.0
20200103:1810,0.0,0.0,0.0,3.47,2.21,0.0
20200103:1910,0.0,0.0,0.0,3.23,2.21,0.0
20200103:2010,0.0,0.0,0.0,3.32,2.48,0.0
20200103:2110,0.0,0.0,0.0,3.35,2.55,0.0
20200103:2210,0.0,0.0,0.0,3.26,2.34,0.0
20200103:2310,0.0,0.0,0.0,3.17,2.34,0.0
20200104:0010,0.0,0.0,0.0,3.02,2.21,0.0
20200104:0110,0.0,0.0,0.0,3.1,2.07,0.0
20200104:0210,0.0,0.0,0.0,3.02,2.0,0.0
20200104:0310,0.0,0.0,0.0,3.01,1.86,0.0
20200104:0410,0.0,0.0,0.0,2.98,1.86,0.0
20200104:0510,0.0,0.0,0.0,3.06,1.93,0.0
20200104:0610,0.0,0.0,0.0,3.16,2.0,0.0
20200104:0710,0.0,0.0,0.0,3.44,2.21,0.0
20200104:0810,0.33,6.39,6.94,3.45,2.28,0.0
20200104:0910,34.66,54.32,13.21,3.52,2.28,0.0
20200104:1010,40.01,60.71,17.53,3.56,2.28,0.0
20200104:1110,50.19,72.69,19.51,3.67,2.34,0.0
20200104:1210,21.68,38.34,18.94,3.87,2.83,0.0
20200104:1310,17.97,33.55,15.87,3.83,2.62,0.0
20200104:1410,18.59,34.35,10.62,3.73,2.69,0.0
20200104:1510,0.0,4.79,3.61,3.56,2.69,0.0
20200104:1610,0.0,0.0,0.0,3.35,2.76,0.0
20200104:1710,0.0,0.0,0.0,3.11,2.69,0.0
20200104:1810,0.0,0.0,0.0,2.97,2.69,0.0
20200104:1910,0.0,0.0,0.0,2.84,1.79,0.0
20200104:2010,0.0,0.0,0.0,2.71,1.72,0.0
20200104:2110,0.0,0.0,0.0,2.59,1.86,0.0
20200104:2210,0.0,0.0,0.0,2.47,1.93,0.0
20200104:2310,0.0,0.0,0.0,2.28,1.86,0.0
20200105:0010,0.0,0.0,0.0,2.09,1.66,0.0
20200105:0110,0.0,0.0,0.0,1.82,1.45,0.0
20200105:0210,0.0,0.0,0.0,1.52,0.97,0.0
20200105:0310,0.0,0.0,0.0,1.45,0.62,0.0
20200105:0410,0.0,0.0,0.0,1.3,0.41,0.0
20200105:0510,0.0,0.0,0.0,1.24,0.07,0.0
20200105:0610,0.0,0.0,0.0,1.29,0.41,0.0
20200105:0710,0.0,0.0,0.0,1.19,0.48,0.0
20200105:0810,265.95,307.91,6.98,1.41,0.62,0.0
20200105:0910,605.5,716.03,13.27,1.87,0.41,0.0
20200105:1010,733.23,885.34,17.62,2.25,0.69,0.0
20200105:1110,786.41,964.2,19.61,2.84,0.69,0.0
20200105:1210,737.2,886.64,19.06,2.96,1.1,0.0
20200105:1310,356.71,410.28,16.0,3.03,1.52,0.0
20200105:1410,543.34,629.32,10.76,3.06,1.59,0.0
20200105:1510,260.49,303.26,3.76,2.8,1.45,0.0
20200105:1610,0.0,0.0,0.0,2.45,1.52,0.0
20200105:1710,0.0,0.0,0.0,2.21,1.66,0.0
20200105:1810,0.0,0.0,0.0,1.98,1.66,0.0
20200105:1910,0.0,0.0,0.0,2.11,1.52,0.0
20200105:2010,0.0,0.0,0.0,1.92,1.31,0.0
20200105:2110,0.0,0.0,0.0,1.57,1.17,0.0
20200105:2210,0.0,0.0,0.0,1.29,1.24,0.0
20200105:2310,0.0,0.0,0.0,0.98,1.24,0.0
20200106:0010,0.0,0.0,0.0,0.75,1.17,0.0
20200106:0110,0.0,0.0,0.0,0.48,1.1,0.0
20200106:0210,0.0,0.0,0.0,0.35,0.9,0.0
20200106:0310,0.0,0.0,0.0,0.28,0.9,0.0
20200106:0410,0.0,0.0,0.0,0.16,0.83,0.0
20200106:0510,0.0,0.0,0.0,0.09,0.69,0.0
20200106:0610,0.0,0.0,0.0,0.05,0.48,0.0
20200106:0710,0.0,0.0,0.0,-0.81,0.07,0.0
20200106:0810,63.57,85.79,7.03,-0.73,0.0,0.0
20200106:0910,88.51,114.05,13.34,-0.03,0.0,0.0
20200106:1010,47.18,68.7,17.71,1.2,0.07,0.0
20200106:1110,62.12,86.27,19.73,2.31,0.0,0.0
20200106:1210,50.1,72.69,19.18,3.36,0.14,0.0
20200106:1310,80.47,107.29,16.14,4.3,0.34,0.0
20200106:1410,47.34,69.39,10.91,4.69,0.28,0.0
20200106:1510,37.34,57.16,3.91,4.38,0.21,0.0
20200106:1610,0.0,0.0,0.0,3.62,0.28,0.0
20200106:1710,0.0,0.0,0.0,2.94,0.21,0.0
20200106:1810,0.0,0.0,0.0,2.14,0.55,0.0
20200106:1910,0.0,0.0,0.0,1.42,1.1,0.0
20200106:2010,0.0,0.0,0.0,1.39,0.97,0.0
20200106:2110,0.0,0.0,0.0,1.43,1.03,0.0
20200106:2210,0.0,0.0,0.0,1.47,1.17,0.0
20200106:2310,0.0,0.0,0.0,1.51,1.24,0.0
20200107:0010,0.0,0.0,0.0,1.58,1.38,0.0
20200107:0110,0.0,0.0,0.0,1.67,0.97,0.0
20200107:0210,0.0,0.0,0.0,1.67,1.17,0.0
20200107:0310,0.0,0.0,0.0,1.74,1.59,0.0
20200107:0410,0.0,0.0,0.0,1.82,2.0,0.0
20200107:0510,0.0,0.0,0.0,1.92,2.0,0.0
20200107:0610,0.0,0.0,0.0,1.95,2.14,0.0
20200107:0710,0.0,0.0,0.0,1.89,1.79,0.0
20200107:0810,160.34,191.71,7.09,1.73,1.45,0.0
20200107:0910,349.32,400.64,13.42,2.15,1.31,0.0
20200107:1010,84.52,111.18,17.8,2.86,1.24,0.0
20200107:1110,97.03,125.19,19.84,3.04,1.24,0.0
20200107:1210,90.06,117.73,19.32,3.48,1.17,0.0
20200107:1310,191.81,229.4,16.29,4.34,0.9,0.0
20200107:1410,292.38,341.47,11.06,4.54,0.76,0.0
20200107:1510,244.93,289.52,4.07,4.44,0.55,0.0
20200107:1610,0.0,0.0,0.0,3.97,0.76,0.0
20200107:1710,0.0,0.0,0.0,3.08,0.83,0.0
20200107:1810,0.0,0.0,0.0,2.47,0.76,0.0
20200107:1910,0.0,0.0,0.0,1.87,0.62,0.0
20200107:2010,0.0,0.0,0.0,1.41,0.62,0.0
20200107:2110,0.0,0.0,0.0,1.22,0.55,0.0
20200107:2210,0.0,0.0,0.0,0.98,0.55,0.0
20200107:2310,0.0,0.0,0.0,0.68,0.55,0.0
20200108:0010,0.0,0.0,0.0,0.47,0.34,0.0
20200108:0110,0.0,0.0,0.0,0.11,0.28,0.0
20200108:0210,0.0,0.0,0.0,0.03,0.41,0.0
20200108:0310,0.0,0.0,0.0,-0.37,0.55,0.0
20200108:0410,0.0,0.0,0.0,-0.46,0.62,0.0
20200108:0510,0.0,0.0,0.0,-0.49,0.62,0.0
20200108:0610,0.0,0.0,0.0,-0.21,0.55,0.0
20200108:0710,0.0,0.0,0.0,-0.35,1.1,0.0
20200108:0810,81.77,105.93,7.15,-0.06,0.48,0.0
20200108:0910,147.96,178.92,13.5,1.16,0.34,0.0
20200108:1010,82.87,109.42,17.91,2.77,0.62,0.0
20200108:1110,62.28,87.07,19.97,4.46,0.83,0.0
20200108:1210,75.98,103.05,19.46,5.71,0.9,0.0
20200108:1310,43.36,65.5,16.44,6.55,1.1,0.0
20200108:1410,459.97,542.55,11.22,6.81,0.97,0.0
20200108:1510,27.05,45.16,4.23,6.82,0.83,0.0
20200108:1610,0.0,0.0,0.0,6.28,0.62,0.0
20200108:1710,0.0,0.0,0.0,5.68,0.62,0.0
20200108:1810,0.0,0.0,0.0,5.19,0.83,0.0
20200108:1910,0.0,0.0,0.0,2.62,0.69,0.0
20200108:2010,0.0,0.0,0.0,2.6,0.48,0.0
20200108:2110,0.0,0.0,0.0,2.24,0.97,0.0
20200108:2210,0.0,0.0,0.0,1.88,1.17,0.0
20200108:2310,0.0,0.0,0.0,1.83,1.1,0.0
20200109:0010,0.0,0.0,0.0,1.73,1.03,0.0
20200109:0110,0.0,0.0,0.0,1.67,1.1,0.0
20200109:0210,0.0,0.0,0.0,1.78,0.9,0.0
20200109:0310,0.0,0.0,0.0,2.13,0.41,0.0
20200109:0410,0.0,0.0,0.0,2.44,0.41,0.0
20200109:0510,0.0,0.0,0.0,1.97,1.1,0.0
20200109:0610,0.0,0.0,0.0,1.7,1.45,0.0
20200109:0710,0.0,0.0,0.0,1.4,1.24,0.0
20200109:0810,292.48,336.94,7.22,1.6,1.03,0.0
20200109:0910,609.62,721.17,13.59,2.87,0.69,0.0
20200109:1010,659.14,802.86,18.02,4.7,0.28,0.0
20200109:1110,722.71,910.45,20.1,6.6,0.0,0.0
20200109:1210,714.98,901.19,19.61,7.83,0.14,0.0
20200109:1310,645.62,802.59,16.6,8.45,0.14,0.0
20200109:1410,292.21,349.1,11.38,8.33,0.14,0.0
20200109:1510,194.53,237.18,4.4,7.9,0.07,0.0
